"type","city","street","cost","area"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Danzigerstr","750","37"
"3er WG","Berlin Friedrichshain","Grüneberger Straße","570","16"
"10er WG","Berlin Gesundbrunnen","Pankstraße 13","7","20"
"2er WG","Berlin Kreuzberg","Wiener Strasse","500","24"
"2er WG","Berlin Charlottenburg","Tegeler Weg 23","650","20"
"2er WG","Berlin Mitte","Kastenienalle 52","590","12"
"7er WG","Berlin Lichtenberg","Treskowallee 130","470","11"
"5er WG","Berlin Lichtenberg","Rhinstraße 9","480","15"
"4er WG","Berlin Lichtenberg","Am Tierpark 3","350","11"
"3er WG","Berlin Charlottenburg","Kantstrasse","1155","30"
"2er WG","Berlin Kreuzberg","Pannierstr","600","25"
"3er WG","Berlin Moabit","Turmstraße 85","390","9"
"3er WG","Berlin Rixdorf","Böhmische Str.","535","20"
"3er WG","Berlin Neukölln","richardstr 5","170","15"
"3er WG","Berlin Neukölln","Am Britzer Garten","360","10"
"1-Zimmer-Wohnung","Berlin Mitte","Torstraße","730","35"
"5er WG","Berlin Kreuzberg","Zossener Straße 31","782","27"
"2er WG","Berlin Berlin","Murellenweg 34","380","12"
"1-Zimmer-Wohnung","Berlin Charlottenburg-Wilmersdorf","Uhlandstraße","384","40"
"3er WG","Berlin Mitte","Leipziger strasse","560","14"
"2er WG","Berlin Lichtenberg","Irenenstraße 22","550","22"
"2er WG","Berlin Berlin","Irenenstrasse, 22","600","22"
"1-Zimmer-Wohnung","Berlin Neukölln","Karl-Marx-Strasse","410","35"
"2er WG","Berlin Friedrichshain","Scharnweberstr.","500","20"
"2er WG","Berlin Wedding","Malplaquetsr. 32 a","400","27"
"3er WG","Berlin Friedrichshain","Gryphiusstraße 20","600","30"
"1-Zimmer-Wohnung","Berlin Friedrichsfelde","Balatonstraße 1/1A","685","25"
"3er WG","Berlin Tempelhof","Luise-Henriette Str.","585","16"
"4er WG","Berlin Moabit","Huttenstr. 2","600","24"
"3er WG","Berlin Mitte","Dircksenstraße 45","300","28"
"3er WG","Berlin Mitte","Keibelstraße 4","525","18"
"2er WG","Berlin Altglienicke","Venusstraße","390","16"
"2er WG","Berlin Schöneberg","Hauptstrasse","550","30"
"1-Zimmer-Wohnung","Berlin Steglitz","Gritznerstr. 58","822","33"
"1-Zimmer-Wohnung","Berlin Steglitz","Gritznerstr. 58","822","33"
"2er WG","Berlin Baumschulenweg","Glanzstraße","400","24"
"3er WG","Berlin Berlin","STW Sewanstraße 219","350","17"
"3er WG","Berlin Steglitz","Schildhornstraße","350","19"
"4er WG","Berlin Wedding","Nazarethkirchstraße 52A","580","25"
"2er WG","Berlin Prenzlauer Berg","Bornholmer Str.","495","25"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Adalbertstraße 94","550","37"
"3er WG","Berlin Wannsee","Glienicker Str.","650","22"
"3er WG","Berlin Kreuzberg","Urbanstr.","390","10"
"4er WG","Berlin Reinickendorf","Stockumer Straße 5B","270","10"
"2er WG","Berlin Lichterfelde","Unter den Eichen 55","440","20"
"3er WG","Berlin Wedding","Schulstr. 36","290","17"
"3er WG","Berlin Tiergarten","Kurfürstenstraße","372","20"
"1-Zimmer-Wohnung","Berlin Tempelhof-Schöneberg","Kaiserin Augusta Straße 00","500","40"
"5er WG","Berlin Friedrichshain","Bänschstrasse","470","11"
"2er WG","Berlin Berlin","Am Iderfenngraben, X","410","16"
"3er WG","Berlin Friedrichshain","Landsberger Allee 96","450","15"
"3er WG","Berlin Prenzlauer Berg","Prenzlauer Allee 134","430","17"
"3er WG","Berlin Wilmersdorf","Detmolder Str. 47","546","34"
"8er WG","Berlin Spandau","Ackerstr. 18","550","24"
"3er WG","Berlin Spandau","Falkenhagener Str. 38 b","400","12"
"1-Zimmer-Wohnung","Berlin Moabit","Oldenburger 33","350","30"
"2er WG","Berlin Grunewald","Lassenstr. 2","630","32"
"4er WG","Berlin Friedrichshain","Weichselstraße","320","17"
"4er WG","Berlin Berlin","Richard-Sorge-Straße 25A","708","20"
"3er WG","Berlin Neukölln","Näher Hermannstraße","437","26"
"1-Zimmer-Wohnung","Berlin Wedding","Lynarstrasse","370","12"
"4er WG","Berlin Schöneberg","Belziger Straße","400","16"
"3er WG","Berlin Tiergarten","Lehrter Str.","450","13"
"3er WG","Berlin Moabit","Lübecker Str.","370","12"
"1-Zimmer-Wohnung","Berlin Lichtenberg","Coppistrasse 20","358","36"
"2er WG","Berlin Neukölln","Kranolplatz 9","500","12"
"3er WG","Berlin Wedding","Wriezener Str.","250","20"
"2er WG","Berlin Kreuzberg","Sorauerstr","1000","29"
"1-Zimmer-Wohnung","Berlin Oberschöneweide","Deulstr. 29","750","29"
"4er WG","Berlin Wedding","Koloniestr","41","38"
"5er WG","Berlin Wedding","Schwedenstrasse","420","13"
"2er WG","Berlin Pankow Niederschönhausen","Schloßallee 35","450","20"
"2er WG","Berlin Neukölln","Weisestraße","670","24"
"4er WG","Berlin Baumschulenweg","Stormstraße 1","400","19"
"5er WG","Berlin Friedrichshain","Boxhagener Str. 13","860","12"
"3er WG","Berlin Mitte","Wilsnacker Str. 35","750","26"
"3er WG","Berlin Mitte","Heinrich-Heine-Strasse 12","460","12"
"2er WG","Berlin Steglitz","Telramundweg 1","420","17"
"6er WG","Berlin Baumschulenweg","Scheiblerstraße","500","14"
"3er WG","Berlin Tiergarten","Paulstraße","750","23"
"2er WG","Berlin Rummelsburg","Stadthausstraße","570","9"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Mommsenstr. 47","800","54"
"2er WG","Berlin Neukölln","Sonnenallee","575","17"
"1-Zimmer-Wohnung","Berlin Neukölln","Lenaustraße 27","850","30"
"2er WG","Berlin Schöneberg","Holsteinische-Str. 32","380","18"
"2er WG","Berlin Gesundbrunnen","Uferstraße 5","500","24"
"1-Zimmer-Wohnung","Berlin Charlottenburg-Wilmersdorf","Bismarckstr. 33333333","700","36"
"2er WG","Berlin Lichtenrade","Wittelsbacherstr.","516","50"
"2er WG","Berlin Kreuzberg","GLOGAUER STRASSE","689","25"
"2er WG","Berlin Mitte","Berolinastrasse 14","549","18"
"5er WG","Berlin Kreuzberg","Obentrautstrasse 69A","300","80"
"2er WG","Berlin Mitte","Torstr.","750","20"
"2er WG","Berlin Mitte","Karl-Liebknecht- Str.","400","16"
"3er WG","Berlin Kreuzberg","Hasenheide 65","750","22"
"3er WG","Berlin Kreuzberg","Hasenheide 65","650","16"
"4er WG","Berlin Hermsdorf","Brandtstr. 28","430","22"
"5er WG","Berlin Pankow","Skladanowskystraße 6","460","25"
"1-Zimmer-Wohnung","Berlin Biesdorf","Oberfeldstraße 111","285","16"
"3er WG","Berlin Wedding","Torfstraße","504","25"
"3er WG","Berlin Wedding","Torfstraße","504","25"
"2er WG","Berlin Prenzlauer Berg","Gleimstraße 41","600","26"
"2er WG","Berlin Friedrichshain","Kaskelstr. 53","375","22"
"2er WG","Berlin Friedrichshain","Rigaer Straße","580","18"
"3er WG","Berlin Berlin","Adresse auf Anfrage","350","15"
"3er WG","Berlin Berlin","address on request","349","15"
"3er WG","Berlin Steglitz-Zehlendorf","Herrfurthstraße Steglitz","550","20"
"2er WG","Berlin Neukölln","Hermannstraße","480","15"
"3er WG","Berlin Neukölln","Hasenheide 65","420","18"
"2er WG","Berlin Berlin","schöneberger str., 12","750","22"
"12er WG","Berlin Neukölln","Braunschweigerstrasse 14","400","20"
"2er WG","Berlin Neukölln","Maybachufer","590","30"
"2er WG","Berlin Steglitz-Zehlendorf","Flanaganstr.","440","15"
"5er WG","Berlin Mitte","Novalisstrasse 14","500","15"
"1-Zimmer-Wohnung","Berlin Neukölln","Sonnenallee","735","35"
"3er WG","Berlin Berlin","Fritz-Kühn-Straße, 15A","450","14"
"3er WG","Berlin Charlottenburg","Nehringstraße","650","22"
"3er WG","Berlin Neukölln","Brusendorfer Str. 20","400","22"
"4er WG","Berlin Berlin","Schubartstraße 75","600","22"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Prenzlauer Berg","300","31"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Dirschauer Straße 3","600","45"
"2er WG","Berlin Charlottenburg","Ahornallee","650","22"
"2er WG","Berlin Neukölln","Emser Str. 115","670","22"
"2er WG","Berlin Neukölln","Emser Str. 115","530","15"
"3er WG","Berlin Kreuzberg","Lausitzer Platz","520","25"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Wrangelstr. 80","710","32"
"3er WG","Berlin Friedrichshain","Glatzerstrasse 5","610","30"
"2er WG","Berlin Mitte","Fehrbelliner Str. 3","600","15"
"2er WG","Berlin Neukölln","Manitiusstr","490","12"
"1-Zimmer-Wohnung","Berlin Friedrichsfelde","Schwarzmeerstr","500","25"
"2er WG","Berlin Kreuzberg","Brachvogelstraße","570","21"
"2er WG","Berlin Prenzlauer Berg","Bornholmer Straße","675","22"
"2er WG","Berlin Baumschulenweg","Heidekampweg 49","590","19"
"2er WG","Berlin Gesundbrunnen","Hochstraße 15c","587","13"
"2er WG","Berlin Berlin","Schwanebecker Chaussee 32","370","20"
"3er WG","Berlin Prenzlauer Berg","Prenzlauer Allee","540","14"
"2er WG","Berlin Lichtenberg","Coppistr.","420","14"
"2er WG","Berlin Friedrichshain-Kreuzberg","Wühlischstraße 9","550","25"
"3er WG","Berlin Moabit","Birkenstraße","600","27"
"3er WG","Berlin Mitte","Chausseestraße 41A","1050","15"
"3er WG","Berlin Mitte","Kleine Alexander Str. 10","799","18"
"1-Zimmer-Wohnung","Berlin Oberschöneweide","Deulstraße 29","600","19"
"1-Zimmer-Wohnung","Berlin Oberschöneweide","Deulstraße 29","850","40"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Schönhauserallee","640","35"
"1-Zimmer-Wohnung","Berlin Moabit","Beusselstrasse 9","1000","32"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Kinzigstr. 8","800","40"
"3er WG","Berlin Mitte","Mohrenstraße","720","30"
"4er WG","Berlin Friedenau","Hauptstr. 77","650","23"
"2er WG","Berlin Zehlendorf","Hampstaedstraße 48","480","15"
"5er WG","Berlin Lichtenberg","Josef-Orlopp-Straße 53","440","12"
"2er WG","Berlin Treptow","Am Treptower Park 20","630","26"
"2er WG","Berlin Lichtenberg","Irenenstraße 22","550","22"
"4er WG","Berlin Karlshorst","Tannhäuser Straße 88","650","21"
"2er WG","Berlin Charlottenburg","Rankestrasse 31","550","32"
"1-Zimmer-Wohnung","Berlin Neukölln","Glasower Str 31","500","35"
"4er WG","Berlin Charlottenburg","Spandauer Damm 101","575","18"
"2er WG","Berlin Charlottenburg","Spandauer Damm 101","575","20"
"2er WG","Berlin Kreuzberg","Admiralstr. 34","490","17"
"2er WG","Berlin Moabit","Putlitzstraße 15","300","28"
"4er WG","Berlin Lichtenberg","Einbeckerstraße, 57b","443","10"
"3er WG","Berlin Prenzlauer Berg","Oderbergerstraße","650","30"
"3er WG","Berlin Friedenau","Schmiljanstraße","500","10"
"4er WG","Berlin Prenzlauer Berg","Gubitzstr. 51B","350","10"
"3er WG","Berlin Wedding","Eine Straße 23","300","15"
"4er WG","Berlin Schöneberg","Dominicusstr.25","600","30"
"3er WG","Berlin Friedrichshain","Finowstraße","545","15"
"3er WG","Berlin Moabit","Alt-Moabit 19","650","18"
"3er WG","Berlin Lichterfelde","Finckensteinallee 28","500","23"
"3er WG","Berlin Kreuzberg","Kreuzbergstrasse","350","12"
"1-Zimmer-Wohnung","Berlin Steglitz","Rathaus Steglitz","950","45"
"3er WG","Berlin Lichterfelde","Finckensteinallee 28","500","23"
"2er WG","Berlin Berlin","Oldenburger Straße, ..","611","18"
"2er WG","Berlin Schöneberg","Blumenthalstr.","360","8"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Berliner Str.","633","28"
"3er WG","Berlin Prenzlauer Berg","Bötzowstr. 43","450","22"
"3er WG","Berlin Britz","Rungiusstraße 12","435","15"
"3er WG","Berlin Charlottenburg","Suarezstr. 11","600","27"
"13er WG","Berlin Neukölln","Hermannstraße","415","17"
"2er WG","Berlin Mitte","Guineastraße","490","25"
"2er WG","Berlin Friedrichshain","Eldenaer Straße","500","22"
"2er WG","Berlin Prenzlauer Berg","Jablonskistraße","490","18"
"3er WG","Berlin Berlin","Berlichingenstrasse, 18","480","14"
"5er WG","Berlin Rudow","Zwerghuhnweg 10","400","13"
"1-Zimmer-Wohnung","Berlin Charlottenburg-Wilmersdorf","Theodor-Heuss-Platz","350","15"
"2er WG","Berlin Lichtenberg/Fhain","Bürgerheimstr. 8","500","23"
"2er WG","Berlin Schöneberg","X","870","64"
"3er WG","Berlin Charlottenburg-Wilmersdorf","Landhausstraße 13","650","22"
"2er WG","Berlin Wedding","Genter Str. 3","390","13"
"2er WG","Berlin Pankow","Hauptstrasse 5 min entfernt","530","15"
"1-Zimmer-Wohnung","Berlin Wedding","Gerichtstraße","700","50"
"2er WG","Berlin Friedrichshain","Weichselstraße","500","22"
"3er WG","Berlin Steglitz-Zehlendorf","Karlplatz 1","670","18"
"3er WG","Berlin Lichtenberg","Coppistraße 24","200","12"
"1-Zimmer-Wohnung","Berlin Wedding","Triftstraße 67A","600","25"
"2er WG","Berlin Schöneberg","Goeben Straße 8","650","28"
"3er WG","Berlin Friedrichshain-Kreuzberg","Friedenstraße 8","500","18"
"3er WG","Berlin Neukölln","Weserstr. 143","400","13"
"2er WG","Berlin Neukölln","Wildenbruchstraße","400","17"
"1-Zimmer-Wohnung","Berlin Mitte Kreuzberg Friedrich...","Melchior str. 00","1050","48"
"2er WG","Berlin Tegel","Bernauer Straße 133a","480","17"
"6er WG","Berlin Bergmannkiez","Mehringdamm 61","450","10"
"3er WG","Berlin Friedrichshain","Libauer Straße 21","850","15"
"2er WG","Berlin Friedrichshain","LANDSBERGER ALLEE","655","15"
"3er WG","Berlin Bohnsdorf","Lindenstr. 15a","460","14"
"3er WG","Berlin Lichtenberg","Coppistrasse","368","22"
"2er WG","Berlin Siegfriedstrasse 203","203","400","17"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Yorckstraße","635","30"
"3er WG","Berlin Prenzlauer Berg","Storkower Str","550","15"
"2er WG","Berlin Weißensee","Jacobsohn Str .34","500","13"
"2er WG","Berlin Pankow","Brehmerstrae 59","695","30"
"4er WG","Berlin Frz. Buchholz","Schönhauser Str. 00","420","15"
"3er WG","Berlin Berlin","Strausberger Platz 18","600","17"
"1-Zimmer-Wohnung","Berlin Steglitz","Celsiusstrasse 12","300","29"
"3er WG","Berlin Friedrichshain","Straße der Pariser Kommun...","375","11"
"3er WG","Berlin Moabit","Alt-Moabit","600","14"
"2er WG","Berlin Friedrichshain","Platz der Vereinten Natio...","550","24"
"2er WG","Berlin Berlin","gabriel-max strasse 16","480","21"
"4er WG","Berlin Reinickendorf","Stockumer Straße","474","21"
"1-Zimmer-Wohnung","Berlin Mitte","Chausseestraße 36","860","40"
"1-Zimmer-Wohnung","Berlin Charlottenburg","U Richard Wagner Platz","650","39"
"4er WG","Berlin Kreuzberg","Friesenstraße","375","20"
"2er WG","Berlin Kreuzberg","Wilhelmstraße 6","600","15"
"4er WG","Berlin Spandau","Neuendorfer Str. 101","300","14"
"2er WG","Berlin Charlottenburg","Gramme str.4","400","16"
"2er WG","Berlin Gesundbrunnen","Wriezener Straße 21","530","18"
"4er WG","Berlin Kreuzberg","Großbeerenstraße 12","550","21"
"2er WG","Berlin Neu-Hohenschönhausen","Zingster Straße 35","350","20"
"2er WG","Berlin Wedding","Buttmannstraße 9a","500","24"
"2er WG","Berlin Prenzlauer Berg","Aalesunder Str. 4","405","18"
"3er WG","Berlin Lichtenberg","Möllendorffstraße 86","520","15"
"1-Zimmer-Wohnung","Berlin Friedrichshain-Kreuzberg","Stresemannstr. 52","600","36"
"3er WG","Berlin Steglitz","Fröaufstraße 7","550","18"
"2er WG","Berlin Mitte","Seydelstrasse","450","14"
"2er WG","Berlin Neukölln","Harzer Str. 35","650","28"
"1-Zimmer-Wohnung","Berlin Mitte","auf Anfrage","800","58"
"2er WG","Berlin Friedrichshain","Finowstraße 26","700","19"
"3er WG","Berlin Kreuzberg","Urbanstr. 126","600","25"
"3er WG","Berlin Akazienkiez","Feurigstr. 32","420","25"
"4er WG","Berlin Mitte","Brunnenstraße, 129, 170124","500","12"
"3er WG","Berlin Mitte","Münzstr. 11c","350","12"
"3er WG","Berlin Kreuzberg","Marheinekeplatz","450","10"
"3er WG","Berlin Pankow/Florakiez","Neue Schönholzer Str. 4","570","15"
"3er WG","Berlin Wedding","Thurneysserstrasse 5","420","12"
"2er WG","Berlin Prenzlauer Berg","Wisbyer Str","600","20"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Sonntagsstr.","606","56"
"3er WG","Berlin Neukölln","Schudomastrasse 39","500","22"
"3er WG","Berlin Prenzlauer Berg","Gethsemanestraße 6","423","18"
"2er WG","Berlin Kreuzberg","Klödenstrasse 4","800","24"
"2er WG","Berlin Moabit","wilsnackerst","800","55"
"3er WG","Berlin Lichtenberg","Frankfurter Allee 246","460","22"
"2er WG","Berlin Kreuzberg","Oranien Straße 58","570","20"
"2er WG","Berlin Neukölln","Karl-Marx-Str. 16","550","24"
"4er WG","Berlin Friedenau","Stubenrauchstr. 37","360","10"
"2er WG","Berlin Neukölln","Hobrechtstr. 72","640","25"
"2er WG","Berlin Lichtenberg","Rummelsburger Straße 84","497","14"
"3er WG","Berlin Steglitz","Fröaufstraße 7","550","18"
"4er WG","Berlin Charlottenburg","Klaus-Groth-Str. 4","250","25"
"4er WG","Berlin Wedding","Föhrer Str. 10","650","25"
"1-Zimmer-Wohnung","Berlin Mitte","Wadzeckstr. 4","700","25"
"2er WG","Berlin Prenzlauer Berg","Schivelbeiner Str.","500","20"
"2er WG","Berlin Schöneberg","Vorbergstraße 9a","500","14"
"3er WG","Berlin Schöneberg","Nollendorfstrasse","750","32"
"2er WG","Berlin Prenzlauer Berg","Greifenhagener Straße","465","28"
"3er WG","Berlin Prenzlauer Berg","Schivelbeinerstrasse 10","550","25"
"2er WG","Berlin Charlottenburg","Platanenallee 33","250","16"
"2er WG","Berlin Friedrichshain-Kreuzberg","Mehring Platz","400","16"
"4er WG","Berlin Friedrichshain-Kreuzberg","Mehring platz","400","16"
"3er WG","Berlin Lichtenberg","Siegfriedstraße 3","440","20"
"2er WG","Berlin Prenzlauer Berg","Ueckermünderstrasse 15","570","25"
"2er WG","Berlin Prenzlauer Berg","Ueckermünderstrasse 15","460","13"
"3er WG","Berlin Friedrichshain","An den Eldenaer Höfen","850","20"
"1-Zimmer-Wohnung","Berlin Grunewald","Lassenstr.","1518","35"
"4er WG","Berlin Lichtenberg","Rupprechtstr 7","580","15"
"1-Zimmer-Wohnung","Berlin Charlottenburg-Wilmersdorf","Guerickestr. 27","750","28"
"5er WG","Berlin Mitte","chausseestrasse 131 A/B","650","29"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Richard sorge Strasse 36","1090","36"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","greifswalderstrasse","1290","56"
"2er WG","Berlin Prenzlauer Berg","kastanienallee","635","17"
"5er WG","Berlin Mitte","chausseestrasse 131 A/B","650","28"
"2er WG","Berlin Friedrichshain","Kopernikusstraße","495","11"
"2er WG","Berlin Tempelhof","Tempelhofer Damm 82","500","24"
"2er WG","Berlin Wilmersdorf","Bundesallee 187","500","11"
"2er WG","Berlin Prenzlauer Berg","Sültstr","270","13"
"2er WG","Berlin Alt-Hohenschönhausen","Bahnhofstraße 2f","400","24"
"3er WG","Berlin Prenzlauer Berg","Bötzowstrasse 33","450","20"
"2er WG","Berlin Köpenick","Bölschestraße","600","25"
"2er WG","Berlin Kreuzberg","Muskauer Straße","500","24"
"2er WG","Berlin Prenzlauer Berg","Cantianstraße","480","17"
"1-Zimmer-Wohnung","Berlin Moabit","Kaiserin-Augusta-Allee 4","520","22"
"1-Zimmer-Wohnung","Berlin Mitte","Fischerinsel 6","500","32"
"4er WG","Berlin Neukölln","Weserstr.","350","16"
"2er WG","Berlin Neukölln","Friedelstraße","450","13"
"2er WG","Berlin Reinickendorf","Graf-Haeseler-Straße","350","18"
"2er WG","Berlin Kreuzberg","Graefestraße 24","510","25"
"2er WG","Berlin Lichtenberg","Sewanstraße 173","280","19"
"3er WG","Berlin Reinickendorf","Emmentaler Straße 102","585","20"
"3er WG","Berlin Kreuzberg","Oppelnerstrasse 30","600","26"
"4er WG","Berlin Berlin","Junker-Jörg-Straße, 1","250","10"
"1-Zimmer-Wohnung","Berlin Schöneberg","Hewaldstr.","500","38"
"2er WG","Berlin Charlottenburg-Wilmersdorf","xxxxbener Str. xx","597","32"
"2er WG","Berlin Borders of Prenzlaurberg/...","Strassburger Strasse, 58","600","12"
"3er WG","Berlin Berlin - Prenzlauer Berg","Greifswalder Str. 33 A","540","26"
"2er WG","Berlin Gesundbrunnen","Kolbergerstr. 15","450","18"
"2er WG","Berlin Treptow","Frauenlobstr. 46","424","20"
"4er WG","Berlin Kreuzberg","Admiralstr.","400","14"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Finowstraße 34","700","38"
"5er WG","Berlin Steglitz-Zehlendorf","Goerzallee","400","10"
"4er WG","Berlin Reinickendorf","Stockumer Straße","432","16"
"2er WG","Berlin Tiergarten","Lehrter Straße","650","16"
"2er WG","Berlin Pankow","Alt-Karow","550","17"
"2er WG","Berlin Pankow","Alt-Karow","600","20"
"4er WG","Berlin Schöneberg","Hauptstr. 30","500","9"
"5er WG","Berlin Mitte","Schwartzkopffstraße","500","20"
"1-Zimmer-Wohnung","Berlin Mitte","Ohmstraße","50","40"
"1-Zimmer-Wohnung","Berlin Mitte","Otto-Braun-Str. 65","540","35"
"3er WG","Berlin Lichtenberg","Frankfurter Allee 271","600","27"
"3er WG","Berlin Mariendorf","Furkastr.","800","24"
"1-Zimmer-Wohnung","Berlin Mitte","Köpenicker Straße 43","776","26"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Schieritzstr. 31","890","28"
"1-Zimmer-Wohnung","Berlin Berlin","Seestraße 37","750","45"
"6er WG","Berlin West but not necessarily","Somewhere nice","400","15"
"2er WG","Berlin Köpenick","Mahlsdorfer Straße 96d","650","15"
"5er WG","Berlin Friedrichshain","Bänschstr. 68","430","11"
"2er WG","Berlin Friedrichshain","Jungstr. 9a","622","16"
"2er WG","Berlin Weißensee","Jacobsohnstraße","380","16"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Paul-Lincke-Ufer 44","800","39"
"5er WG","Berlin Neukölln","hobrechtstr","312","27"
"5er WG","Berlin Moabit","Quitzowstraße 130","450","15"
"4er WG","Berlin Treptow","An der Wuhlheide","470","11"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Warschauer Strasse 6","689","18"
"2er WG","Berlin Friedrichshain","Richard-Sorge-Straße 24","540","13"
"2er WG","Berlin Mitte","Strassburgerstrasse 3","540","16"
"3er WG","Berlin Prenzlauer Berg","Straßburger Str.42","495","21"
"4er WG","Berlin Neukölln","Donaustr. 99","460","12"
"2er WG","Berlin Mitte","Rochstr. 9","675","13"
"1-Zimmer-Wohnung","Berlin Neukölln","Niemetzstr.","650","50"
"1-Zimmer-Wohnung","Berlin Wedding","Gerichtstraße","645","20"
"6er WG","Berlin Steglitz-Zehlendorf","Wasgenstraße 75","440","13"
"2er WG","Berlin Prenzlauer Berg","Hans-Otto-Str., 28","700","11"
"3er WG","Berlin Berlin","Fehmarnerstraße 8","500","37"
"1-Zimmer-Wohnung","Berlin Schöneberg","Feurigstr. 50","240","45"
"1-Zimmer-Wohnung","Berlin Berlin - Treptow","Slabystraße 19","600","30"
"2er WG","Berlin Kreuzberg","Yorckstr.","750","25"
"2er WG","Berlin Friedrichshain","Dolziger Straße 32","530","14"
"2er WG","Berlin Mitte/Wedding","Gerichtstraße 15","550","22"
"1-Zimmer-Wohnung","Berlin Friedenau","Hedwigstraße","451","22"
"2er WG","Berlin Neukölln","Leo-slezak straße","475","17"
"8er WG","Berlin Kreuzberg","Hasenheide 65","475","19"
"2er WG","Berlin Neukölln","Hermannstraße","590","23"
"3er WG","Berlin Britz","Parchimer Allee 37","400","16"
"3er WG","Berlin Mitte / Prenzlauer Berg /...","Grünberger Str. 75","450","20"
"3er WG","Berlin Reinickendorf","Antonienstraße","350","10"
"4er WG","Berlin Prenzlauer Berg","Belforter Str. 17","550","27"
"3er WG","Berlin Friedrichshain","Lehmbruckstraße 23","420","18"
"4er WG","Berlin Berlin","Kirchhofstraße","480","25"
"1-Zimmer-Wohnung","Berlin Schöneberg","Nollendorfstr.","700","40"
"3er WG","Berlin Alt-Mariendorf","Forddamm 5","482","15"
"2er WG","Berlin Gesundbrunnen","Ramlerstr. 4","514","23"
"3er WG","Berlin Wilmersdorf","Detmolder Straße 67","420","11"
"3er WG","Berlin Charlottenburg","Kaiser-Friedrich-Straße, 49","610","34"
"3er WG","Berlin Mitte","Zolastr., 1A","500","23"
"4er WG","Berlin Alt-Hohenschönhausen","x","500","17"
"2er WG","Berlin Friedrichshain","Warschauerstrasse/ Kopern...","400","25"
"4er WG","Berlin Friedrichshain","Stralauer Allee 36","620","24"
"3er WG","Berlin Alt-Hohenschönhausen","Gembitzer Straße 37","511","18"
"3er WG","Berlin Alt-Hohenschönhausen","Gembitzer Straße 37","421","12"
"3er WG","Berlin Prenzlauer Berg","Schönhauser allee","550","32"
"3er WG","Berlin Prenzlauer Berg","Schönhauser Allee 109","770","38"
"2er WG","Berlin Berlin","Strausberger Platz 6","580","24"
"2er WG","Berlin Mitte","Oranienburgerstrasse","700","17"
"4er WG","Berlin Steglitz","Albrechtstraße 121","510","30"
"2er WG","Berlin Moabit","Pritzwalkerstraße 11","380","15"
"3er WG","Berlin Prenzlauer Berg","Isländische Str. 12","600","30"
"3er WG","Berlin Mitte","Propst Str.","422","18"
"4er WG","Berlin Prenzlauer Berg","Danziger Straße","240","20"
"4er WG","Berlin Pankow","Indira Gandhi Strasse","550","20"
"3er WG","Berlin Friedrichshain","Pettenkoferstrasse","520","15"
"2er WG","Berlin Mitte","Michaelkirchstr 14","530","27"
"1-Zimmer-Wohnung","Berlin Friedrichshain-Kreuzberg","Mehringdamm","1000","50"
"1-Zimmer-Wohnung","Berlin Halensee","Hubertusallee 6-8","592","42"
"1-Zimmer-Wohnung","Berlin Neukölln","hermannstrasse 55","280","45"
"4er WG","Berlin Prenzlauer Berg","Zelterstr., 5","650","16"
"1-Zimmer-Wohnung","Berlin Tiergarten","Potsdamerstrasse 61","500","20"
"2er WG","Berlin Baumschulenweg","KiefholzStr","450","14"
"2er WG","Berlin Schöneberg","Hauptstrasse 21","680","28"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Fassu","675","27"
"4er WG","Berlin Charlottenburg","später","300","12"
"3er WG","Berlin Mitte","Wilsnacker Str. 35","750","26"
"3er WG","Berlin Lichtenberg","Degnerstraße 39","530","16"
"2er WG","Berlin Charlottenburg","Kaiser-Friedrich-Straße","450","16"
"3er WG","Berlin Steglitz-Zehlendorf","Enzianstr. 1","500","18"
"2er WG","Berlin Steglitz","Körnerstrs 3","750","20"
"2er WG","Berlin Prenzlauer Berg","Dänenstr.","480","18"
"4er WG","Berlin Friedrichshain","Revaler Straße 26a","290","11"
"4er WG","Berlin Kreuzberg","Dieffenbachstr.","540","25"
"2er WG","Berlin Friedrichshain","Libauerstr. 8","650","23"
"1-Zimmer-Wohnung","Berlin Schöneberg","Fuggerstraße 34","1120","50"
"2er WG","Berlin Moabit","Bremer Straße 76","550","25"
"3er WG","Berlin Plänterwald","Platanenweg","420","15"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Dunckerstraße","700","35"
"2er WG","Berlin Niederschönhausen","Kuckhoffstr 1","425","20"
